Date,date_id,Year
2024-01-11 10:44:03,1,2024
2024-01-24 08:07:24,2,2024
2024-01-10 11:00:08,3,2024
2024-01-16 08:14:21,4,2024
2024-01-16 14:34:12,5,2024
2024-01-30 14:31:55,6,2024
2024-01-31 14:38:17,7,2024
2024-01-31 15:09:11,8,2024
2024-02-05 15:02:45,9,2024
2024-01-11 11:36:32,10,2024
2024-01-15 08:00:47,11,2024
2024-03-25 16:06:36,12,2024
2024-04-10 07:00:24,13,2024
2024-03-25 08:26:52,14,2024
2024-04-10 12:45:04,15,2024
2024-03-25 11:16:58,16,2024
2024-04-22 07:23:47,17,2024
2024-09-03 18:03:58,18,2024
2024-09-13 15:18:32,19,2024
2024-09-23 16:58:09,20,2024
2024-10-28 14:24:00,21,2024
2024-06-13 13:45:08,22,2024
2024-06-19 12:48:15,23,2024
2024-08-29 07:22:11,24,2024
2024-08-02 14:43:25,25,2024
2024-08-29 07:00:43,26,2024
2024-05-23 09:01:21,27,2024
2024-05-27 08:33:24,28,2024
2024-05-29 10:27:02,29,2024
2024-07-25 07:03:30,30,2024
2024-04-30 14:42:51,31,2024
2024-05-16 07:23:20,32,2024
2024-06-04 13:59:49,33,2024
2024-07-03 11:12:31,34,2024
2024-02-28 20:53:36,35,2024
2024-03-04 18:24:59,36,2024
2024-05-29 13:54:13,37,2024
2024-07-03 10:57:11,38,2024
2024-07-24 13:56:51,39,2024
2024-05-22 14:26:47,40,2024
2024-11-04 08:26:53,41,2024
2024-05-28 07:32:25,42,2024
2024-05-20 14:26:22,43,2024
2024-12-20 09:39:04,44,2024
2024-03-11 14:17:28,45,2024
2024-05-09 07:00:02,46,2024
2024-04-01 14:02:13,47,2024
2024-07-03 13:55:52,48,2024
2024-07-08 16:59:34,49,2024
2024-06-25 13:58:04,50,2024
2024-06-27 13:32:27,51,2024
2024-05-28 18:06:10,52,2024
2024-06-03 17:17:05,53,2024
2024-06-28 14:35:42,54,2024
2024-07-17 13:37:52,55,2024
2024-06-11 15:59:17,56,2024
2024-06-12 14:12:05,57,2024
2024-02-12 14:40:19,58,2024
2024-02-28 14:30:17,59,2024
2024-04-17 19:34:49,60,2024
2024-01-11 16:11:34,61,2024
2024-04-19 19:45:12,62,2024
2024-01-15 08:02:00,63,2024
2024-01-09 15:06:14,64,2024
2024-01-12 08:02:02,65,2024
2024-06-04 13:54:41,66,2024
2024-06-05 15:15:50,67,2024
2024-04-01 16:14:25,68,2024
2024-04-16 14:22:00,69,2024
2024-04-16 13:30:37,70,2024
2024-04-22 14:29:37,71,2024
2024-03-05 15:01:28,72,2024
2024-03-08 19:39:33,73,2024
2024-09-25 16:37:29,74,2024
2024-08-02 14:42:18,75,2024
2024-08-20 13:30:53,76,2024
2024-05-21 16:29:10,77,2024
2024-07-08 13:30:10,78,2024
2024-07-08 17:05:44,79,2024
2024-07-31 15:10:06,80,2024
2024-11-19 20:02:47,81,2024
2024-11-22 14:32:22,82,2024
2024-12-20 16:36:51,83,2024
2024-06-25 14:15:15,84,2024
2024-11-08 16:36:34,85,2024
2024-07-17 13:35:05,86,2024
2024-11-21 20:35:25,87,2024
2024-12-05 16:20:42,88,2024
2024-12-13 14:30:29,89,2024
2024-02-20 15:41:42,90,2024
2024-12-09 16:12:31,91,2024
2024-02-28 14:30:35,92,2024
2024-02-13 20:10:42,93,2024
2024-05-15 15:21:52,94,2024
2024-02-16 14:55:10,95,2024
2024-11-08 14:58:58,96,2024
2024-02-16 15:00:04,97,2024
2024-04-18 15:20:13,98,2024
2024-11-08 16:36:15,99,2024
2024-02-20 14:30:19,100,2024
2024-04-23 15:01:14,101,2024
2024-09-03 17:56:41,102,2024
2024-09-13 15:15:24,103,2024
2024-09-23 16:55:34,104,2024
2024-01-24 08:00:10,105,2024
2024-09-27 18:31:40,106,2024
2024-01-26 08:02:19,107,2024
2024-06-18 16:30:42,108,2024
2024-06-25 13:31:27,109,2024
2024-07-02 14:30:29,110,2024
2024-01-09 08:02:29,111,2024
2024-09-03 15:48:48,112,2024
2024-02-15 14:38:26,113,2024
2024-02-16 14:30:22,114,2024
2024-06-14 14:30:14,115,2024
2024-06-18 14:24:25,116,2024
2024-06-11 14:17:13,117,2024
2024-06-14 07:15:10,118,2024
2024-04-09 15:10:44,119,2024
2024-04-16 13:30:16,120,2024
2024-02-28 14:42:05,121,2024
2024-03-08 17:53:48,122,2024
2024-03-11 14:14:51,123,2024
2024-04-01 13:30:20,124,2024
2024-02-07 15:17:46,125,2024
2024-02-13 09:01:04,126,2024
2024-04-02 15:18:18,127,2024
2024-04-12 13:30:12,128,2024
2024-04-12 14:12:31,129,2024
2024-04-17 13:37:39,130,2024
2024-03-11 13:31:35,131,2024
2024-03-11 19:50:55,132,2024
2024-04-16 13:58:59,133,2024
2024-03-15 19:46:48,134,2024
2024-04-29 15:46:24,135,2024
2024-03-15 19:48:19,136,2024
2024-03-14 14:52:22,137,2024
2024-04-18 13:30:18,138,2024
2024-10-10 15:22:07,139,2024
2024-01-11 14:40:12,140,2024
2024-04-15 16:14:10,141,2024
2024-10-14 14:52:41,142,2024
2024-01-16 08:03:27,143,2024
2024-04-10 19:03:05,144,2024
2024-08-16 17:35:30,145,2024
2024-02-22 14:56:56,146,2024
2024-11-12 19:00:37,147,2024
2024-02-20 17:18:33,148,2024
2024-04-15 16:00:26,149,2024
2024-09-06 14:29:03,150,2024
2024-02-23 14:30:17,151,2024
2024-11-20 18:28:08,152,2024
2024-02-22 14:49:37,153,2024
2024-01-09 15:11:23,154,2024
2024-01-12 15:13:17,155,2024
2024-01-05 14:54:34,156,2024
2024-01-29 08:00:24,157,2024
2024-02-20 15:30:39,158,2024
2024-02-23 16:41:40,159,2024
2024-04-10 13:37:18,160,2024
2024-02-13 20:14:36,161,2024
2024-01-09 15:40:23,162,2024
2024-02-07 09:13:04,163,2024
2024-02-20 16:39:01,164,2024
2024-02-23 17:51:08,165,2024
2024-04-10 19:01:50,166,2024
2024-02-14 14:36:42,167,2024
2024-02-16 16:43:56,168,2024
2024-01-10 14:36:08,169,2024
2024-02-14 14:37:33,170,2024
2024-04-05 14:07:15,171,2024
2024-02-20 15:00:09,172,2024
2024-01-15 14:23:54,173,2024
2024-02-14 17:03:46,174,2024
2024-04-10 13:30:19,175,2024
2024-04-02 15:22:23,176,2024
2024-04-04 15:08:54,177,2024
2024-01-15 15:41:15,178,2024
2024-11-19 20:02:13,179,2024
2024-01-19 11:01:46,180,2024
2024-11-22 20:11:27,181,2024
2024-03-26 13:30:17,182,2024
2024-03-06 20:56:59,183,2024
2024-11-29 17:05:55,184,2024
2024-03-26 14:29:23,185,2024
2024-03-11 13:30:12,186,2024
2024-04-16 14:10:18,187,2024
2024-04-19 19:46:37,188,2024
2024-06-24 13:54:33,189,2024
2024-04-01 18:56:11,190,2024
2024-02-15 08:31:16,191,2024
2024-08-02 14:42:04,192,2024
2024-07-03 13:30:09,193,2024
2024-04-04 18:30:02,194,2024
2024-02-15 14:41:33,195,2024
2024-08-27 19:13:39,196,2024
2024-09-25 16:37:47,197,2024
2024-02-16 08:21:59,198,2024
2024-10-09 13:30:08,199,2024
2024-02-20 09:31:54,200,2024
2024-02-20 15:44:13,201,2024
2024-03-05 14:57:47,202,2024
2024-10-24 14:55:00,203,2024
2024-02-27 12:43:52,204,2024
2024-03-06 17:03:02,205,2024
2024-11-20 14:30:05,206,2024
2024-03-11 14:15:29,207,2024
2024-02-13 20:12:26,208,2024
2024-04-01 13:30:29,209,2024
2024-02-20 14:45:25,210,2024
2024-10-16 13:43:31,211,2024
2024-02-20 15:31:38,212,2024
2024-02-21 16:26:28,213,2024
2024-02-27 15:02:42,214,2024
2024-08-16 17:39:58,215,2024
2024-10-23 13:30:08,216,2024
2024-02-21 14:56:11,217,2024
2024-03-01 14:38:18,218,2024
2024-03-01 10:36:24,219,2024
2024-04-25 19:44:36,220,2024
2024-03-04 08:42:19,221,2024
2024-10-08 14:28:18,222,2024
2024-04-30 13:57:51,223,2024
2024-11-13 14:34:36,224,2024
2024-01-09 15:08:47,225,2024
2024-03-11 13:39:47,226,2024
2024-03-12 13:31:02,227,2024
2024-10-10 15:21:27,228,2024
2024-04-29 14:52:38,229,2024
2024-03-06 08:10:29,230,2024
2024-10-18 13:30:09,231,2024
2024-08-08 15:46:24,232,2024
2024-11-13 14:52:33,233,2024
2024-01-10 14:40:34,234,2024
2024-03-12 10:22:46,235,2024
2024-03-13 15:26:25,236,2024
2024-10-28 15:39:22,237,2024
2024-07-08 17:07:13,238,2024
2024-01-11 14:36:58,239,2024
2024-03-06 09:04:35,240,2024
2024-08-01 13:30:32,241,2024
2024-01-11 14:45:34,242,2024
2024-03-11 12:55:06,243,2024
2024-02-13 19:56:29,244,2024
2024-03-14 19:36:05,245,2024
2024-04-10 12:42:37,246,2024
2024-12-20 16:36:23,247,2024
2024-02-14 15:49:02,248,2024
2024-05-30 15:05:15,249,2024
2024-04-16 07:00:33,250,2024
2024-03-18 16:14:41,251,2024
2024-03-14 08:27:15,252,2024
2024-01-10 14:50:22,253,2024
2024-03-22 08:00:22,254,2024
2024-03-14 13:26:03,255,2024
2024-01-10 15:29:09,256,2024
2024-07-25 13:36:04,257,2024
2024-12-05 16:17:35,258,2024
2024-04-09 10:00:12,259,2024
2024-02-28 16:40:06,260,2024
2024-08-16 17:35:12,261,2024
2024-12-17 15:13:21,262,2024
2024-04-10 08:43:56,263,2024
2024-03-04 20:54:11,264,2024
2024-04-02 07:10:44,265,2024
2024-03-25 08:26:36,266,2024
2024-04-09 07:43:15,267,2024
2024-03-26 12:18:06,268,2024
2024-05-01 14:07:57,269,2024
2024-02-21 19:37:58,270,2024
2024-08-21 17:06:59,271,2024
2024-05-08 14:00:33,272,2024
2024-06-13 13:46:32,273,2024
2024-06-26 19:56:01,274,2024
2024-05-06 19:34:08,275,2024
2024-02-22 15:45:24,276,2024
2024-08-22 13:32:13,277,2024
2024-05-20 13:30:45,278,2024
2024-07-09 14:03:41,279,2024
2024-06-27 15:04:52,280,2024
2024-05-29 13:58:23,281,2024
2024-03-05 14:56:56,282,2024
2024-05-08 14:02:15,283,2024
2024-07-23 07:50:47,284,2024
2024-03-05 15:58:44,285,2024
2024-05-16 07:00:17,286,2024
2024-07-24 18:45:19,287,2024
2024-03-05 20:31:42,288,2024
2024-02-01 16:18:51,289,2024
2024-02-21 14:52:47,290,2024
2024-02-22 16:21:10,291,2024
2024-08-16 17:39:42,292,2024
2024-03-06 14:35:32,293,2024
2024-02-02 14:30:22,294,2024
2024-02-21 15:08:00,295,2024
2024-02-26 14:35:07,296,2024
2024-03-01 15:00:03,297,2024
2024-06-14 14:06:24,298,2024
2024-04-05 14:08:31,299,2024
2024-03-05 14:30:33,300,2024
2024-07-17 13:30:36,301,2024
2024-04-25 07:00:02,302,2024
2024-02-08 14:49:08,303,2024
2024-05-28 19:23:16,304,2024
2024-02-13 14:38:04,305,2024
2024-02-06 14:52:51,306,2024
2024-03-18 15:03:13,307,2024
2024-03-20 13:32:25,308,2024
2024-02-09 17:12:12,309,2024
2024-12-10 16:54:45,310,2024
2024-02-13 19:07:13,311,2024
2024-02-06 15:06:06,312,2024
2024-03-19 14:19:41,313,2024
2024-03-22 13:30:25,314,2024
2024-04-18 07:37:29,315,2024
2024-05-23 18:41:05,316,2024
2024-05-17 19:14:38,317,2024
2024-02-08 18:08:03,318,2024
2024-02-06 15:07:09,319,2024
2024-04-23 14:53:03,320,2024
2024-05-28 13:35:01,321,2024
2024-05-22 13:30:12,322,2024
2024-02-08 20:49:59,323,2024
2024-02-06 15:08:07,324,2024
2024-05-15 15:24:00,325,2024
2024-02-09 14:44:56,326,2024
2024-01-05 15:38:43,327,2024
2024-03-26 19:57:13,328,2024
2024-02-16 20:54:47,329,2024
2024-07-02 14:29:38,330,2024
2024-02-09 14:45:46,331,2024
2024-03-14 18:55:58,332,2024
2024-04-17 19:55:38,333,2024
2024-02-21 14:30:14,334,2024
2024-04-16 14:09:11,335,2024
2024-05-28 15:32:39,336,2024
2024-04-19 19:46:00,337,2024
2024-07-25 13:35:37,338,2024
2024-02-01 14:52:17,339,2024
2024-02-05 14:31:03,340,2024
2024-04-16 14:07:54,341,2024
2024-02-13 20:16:48,342,2024
2024-03-14 14:52:57,343,2024
2024-05-20 14:27:00,344,2024
2024-04-16 13:54:57,345,2024
2024-01-05 08:01:12,346,2024
2024-04-19 19:46:07,347,2024
2024-02-15 14:31:11,348,2024
2024-03-14 15:47:48,349,2024
2024-06-04 08:03:10,350,2024
2024-04-18 07:32:58,351,2024
2024-02-16 16:43:05,352,2024
2024-01-05 15:54:40,353,2024
2024-02-05 15:55:37,354,2024
2024-02-26 14:30:10,355,2024
2024-01-09 14:31:26,356,2024
2024-02-05 19:33:17,357,2024
2024-06-25 14:13:53,358,2024
2024-05-08 14:04:01,359,2024
2024-03-18 15:03:26,360,2024
2024-04-30 14:43:46,361,2024
2024-02-01 16:23:26,362,2024
2024-08-08 15:02:39,363,2024
2024-05-13 14:35:02,364,2024
2024-05-17 14:30:24,365,2024
2024-02-07 09:08:03,366,2024
2024-01-25 15:12:54,367,2024
2024-12-19 15:04:39,368,2024
2024-03-22 18:54:11,369,2024
2024-01-30 15:56:31,370,2024
2024-02-26 14:51:34,371,2024
2024-02-13 19:56:03,372,2024
2024-03-05 14:58:50,373,2024
2024-03-07 15:20:55,374,2024
2024-01-31 15:58:14,375,2024
2024-12-30 14:30:09,376,2024
2024-04-01 19:00:41,377,2024
2024-02-01 16:00:05,378,2024
2024-02-27 15:40:14,379,2024
2024-04-19 19:46:30,380,2024
2024-03-08 15:56:25,381,2024
2024-11-13 14:32:09,382,2024
2024-02-22 08:00:09,383,2024
2024-02-28 15:35:32,384,2024
2024-02-12 08:07:19,385,2024
2024-02-02 08:20:55,386,2024
2024-02-26 14:48:08,387,2024
2024-03-13 16:15:46,388,2024
2024-08-16 17:44:55,389,2024
2024-11-21 20:55:02,390,2024
2024-03-06 09:55:36,391,2024
2024-03-01 14:38:30,392,2024
2024-02-19 09:18:26,393,2024
2024-02-02 13:30:02,394,2024
2024-02-28 15:08:33,395,2024
2024-03-14 13:30:07,396,2024
2024-09-18 17:24:32,397,2024
2024-04-01 16:38:44,398,2024
2024-11-12 18:56:36,399,2024
2024-02-09 17:30:57,400,2024
2024-05-09 13:59:22,401,2024
2024-08-05 19:21:47,402,2024
2024-01-24 14:30:38,403,2024
2024-08-07 17:26:03,404,2024
2024-04-04 18:18:19,405,2024
2024-11-13 14:30:08,406,2024
2024-02-13 14:30:15,407,2024
2024-07-08 13:47:09,408,2024
2024-08-22 15:43:11,409,2024
2024-02-02 08:00:05,410,2024
2024-08-19 13:35:23,411,2024
2024-04-19 19:56:06,412,2024
2024-05-02 17:14:32,413,2024
2024-05-28 19:21:42,414,2024
2024-02-01 16:17:52,415,2024
2024-08-02 14:39:01,416,2024
2024-11-14 18:42:02,417,2024
2024-09-03 17:57:53,418,2024
2024-01-05 15:30:30,419,2024
2024-08-02 14:43:59,420,2024
2024-02-15 14:39:42,421,2024
2024-04-25 13:30:11,422,2024
2024-08-08 16:31:52,423,2024
2024-07-16 14:06:19,424,2024
2024-02-02 20:55:47,425,2024
2024-08-05 13:38:48,426,2024
2024-11-19 15:50:41,427,2024
2024-09-04 14:00:25,428,2024
2024-01-08 14:46:26,429,2024
2024-08-07 14:08:57,430,2024
2024-02-16 15:01:54,431,2024
2024-03-15 16:24:32,432,2024
2024-04-12 14:14:02,433,2024
2024-11-13 14:54:14,434,2024
2024-03-18 18:25:22,435,2024
2024-11-06 17:04:01,436,2024
2024-05-28 15:28:28,437,2024
2024-04-01 16:02:18,438,2024
2024-07-08 17:06:45,439,2024
2024-04-09 15:12:40,440,2024
2024-04-02 15:19:54,441,2024
2024-04-02 07:00:03,442,2024
2024-04-17 13:32:24,443,2024
2024-11-13 15:48:25,444,2024
2024-03-19 14:45:52,445,2024
2024-11-07 14:32:48,446,2024
2024-07-16 14:02:06,447,2024
2024-04-04 14:08:03,448,2024
2024-08-16 17:44:39,449,2024
2024-04-09 19:10:33,450,2024
2024-04-05 07:00:04,451,2024
2024-10-14 08:45:46,452,2024
2024-06-14 14:01:37,453,2024
2024-12-06 18:26:37,454,2024
2024-02-16 14:53:41,455,2024
2024-01-24 19:59:09,456,2024
2024-01-24 14:38:59,457,2024
2024-01-04 12:01:49,458,2024
2024-08-02 09:50:20,459,2024
2024-02-05 14:49:22,460,2024
2024-12-19 15:05:02,461,2024
2024-10-22 19:02:40,462,2024
2024-10-10 15:22:33,463,2024
2024-01-26 17:19:22,464,2024
2024-10-16 13:32:44,465,2024
2024-08-21 17:07:52,466,2024
2024-01-25 20:44:57,467,2024
2024-03-13 16:13:52,468,2024
2024-01-24 19:57:31,469,2024
2024-06-06 16:59:29,470,2024
2024-03-14 14:48:30,471,2024
2024-10-15 08:47:37,472,2024
2024-06-18 08:13:14,473,2024
2024-12-09 19:20:19,474,2024
2024-02-16 16:19:36,475,2024
2024-01-25 15:50:22,476,2024
2024-01-24 16:37:02,477,2024
2024-01-10 14:36:24,478,2024
2024-08-05 07:06:21,479,2024
2024-02-05 15:42:14,480,2024
2024-12-20 14:30:06,481,2024
2024-10-23 17:34:11,482,2024
2024-10-14 08:31:09,483,2024
2024-01-30 14:31:51,484,2024
2024-10-21 14:39:54,485,2024
2024-09-27 15:42:52,486,2024
2024-01-26 14:57:21,487,2024
2024-03-14 13:32:09,488,2024
2024-01-24 19:58:14,489,2024
2024-07-16 13:56:21,490,2024
2024-03-18 13:30:19,491,2024
2024-01-30 15:48:32,492,2024
2024-01-05 15:00:35,493,2024
2024-05-08 07:01:37,494,2024
2024-05-13 08:15:44,495,2024
2024-02-16 14:50:47,496,2024
2024-05-07 14:15:53,497,2024
2024-11-01 14:39:22,498,2024
2024-02-09 17:59:14,499,2024
2024-02-06 14:40:48,500,2024
2024-02-13 14:37:45,501,2024
2024-09-03 18:00:45,502,2024
2024-01-31 15:33:41,503,2024
2024-01-09 14:30:47,504,2024
2024-05-08 10:13:03,505,2024
2024-05-17 07:00:06,506,2024
2024-02-16 17:51:02,507,2024
2024-05-08 11:34:30,508,2024
2024-11-07 18:32:17,509,2024
2024-02-09 19:09:28,510,2024
2024-02-06 19:08:37,511,2024
2024-02-13 19:13:03,512,2024
2024-09-06 15:17:34,513,2024
2024-07-12 15:53:57,514,2024
2024-01-09 15:47:54,515,2024
2024-01-03 09:03:44,516,2024
2024-04-09 15:13:03,517,2024
2024-04-10 17:13:24,518,2024
2024-04-02 15:25:36,519,2024
2024-11-12 18:50:24,520,2024
2024-04-12 14:15:57,521,2024
2024-05-08 14:04:42,522,2024
2024-02-08 14:44:42,523,2024
2024-10-31 15:25:25,524,2024
2024-02-13 20:16:07,525,2024
2024-01-12 15:55:44,526,2024
2024-01-04 11:54:56,527,2024
2024-04-10 13:30:36,528,2024
2024-04-12 13:32:18,529,2024
2024-04-03 13:55:24,530,2024
2024-11-12 20:22:19,531,2024
2024-04-19 13:37:34,532,2024
2024-11-06 17:24:04,533,2024
2024-02-08 18:16:46,534,2024
2024-11-01 13:30:03,535,2024
2024-02-16 14:30:52,536,2024
2024-03-25 16:25:57,537,2024
2024-10-08 14:27:03,538,2024
2024-01-04 08:19:35,539,2024
2024-01-25 15:13:54,540,2024
2024-12-05 16:18:35,541,2024
2024-04-05 14:03:17,542,2024
2024-05-29 07:53:36,543,2024
2024-01-02 19:17:25,544,2024
2024-12-06 14:30:39,545,2024
2024-06-11 14:01:10,546,2024
2024-03-25 16:35:04,547,2024
2024-10-18 14:47:10,548,2024
2024-01-11 10:11:49,549,2024
2024-01-30 15:01:56,550,2024
2024-12-05 20:37:42,551,2024
2024-04-09 13:49:46,552,2024
2024-06-11 10:09:07,553,2024
2024-01-22 18:27:09,554,2024
2024-12-06 18:40:10,555,2024
2024-11-07 16:16:45,556,2024
2024-10-30 19:02:20,557,2024
2024-11-04 16:22:09,558,2024
2024-02-20 19:53:26,559,2024
2024-07-24 18:29:43,560,2024
2024-03-11 14:17:29,561,2024
2024-01-15 15:34:44,562,2024
2024-03-28 14:00:10,563,2024
2024-02-20 15:44:43,564,2024
2024-07-24 19:31:58,565,2024
2024-01-08 14:43:55,566,2024
